		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Romania	ROM	-0.02	0.19	7.00	50.25	40.20	60.80	-0.11	0.20	8.00	47.50	37.00	58.50	-0.20	0.16	11.00	45.05	37.62	53.47	-0.26	0.16	12.00	46.04	35.64	53.96	-0.21	0.16	13.00	47.03	38.61	53.96	-0.17	0.15	14.00	47.37	39.23	55.50	-0.14	0.15	14.00	47.37	40.67	55.98	-0.12	0.14	17.00	50.72	44.50	55.98	-0.09	0.14	17.00	52.63	45.45	58.37	-0.01	0.13	16.00	53.85	47.60	58.65	0.05	0.13	16.00	55.92	50.24	61.61	0.05	0.13	16.00	56.40	50.71	61.61	0.06	0.12	17.00	57.28	50.23	61.50	0.04	0.12	17.00	57.75	49.77	60.09	0.13	0.12	16.00	56.81	52.58	61.50	0.17	0.13	15.00	63.46	56.25	67.31	0.16	0.13	15.00	61.54	55.29	65.38	0.36	0.15	13.00	63.94	58.65	72.12	0.39	0.14	13.00	63.94	59.62	72.60	0.33	0.13	13.00	63.46	57.69	70.67	0.36	0.14	13.00	64.42	57.69	71.63
Russian Federation	RUS	-0.79	0.18	9.00	24.62	16.58	35.68	-0.88	0.18	10.00	22.00	12.00	31.00	-1.10	0.15	12.00	15.84	7.43	25.74	-0.84	0.16	13.00	23.27	14.85	34.16	-0.91	0.16	13.00	18.32	11.88	29.70	-0.89	0.15	13.00	19.14	13.40	32.06	-0.93	0.15	13.00	20.10	11.96	30.14	-0.95	0.14	16.00	18.66	11.00	26.79	-0.97	0.14	16.00	16.75	11.00	26.32	-0.96	0.13	16.00	18.75	10.10	25.48	-0.78	0.13	16.00	25.59	17.06	35.07	-0.76	0.13	16.00	27.01	16.59	34.12	-0.73	0.12	17.00	28.17	17.84	35.21	-0.82	0.12	17.00	24.41	15.49	32.39	-0.78	0.12	16.00	25.35	16.43	33.80	-0.74	0.13	15.00	26.44	15.87	33.65	-0.76	0.13	15.00	25.00	14.90	32.69	-0.79	0.15	13.00	21.63	13.94	31.73	-0.79	0.14	13.00	22.12	14.90	31.73	-0.82	0.14	12.00	20.67	14.42	29.81	-0.72	0.14	13.00	25.00	16.83	32.69
Rwanda	RWA	-1.50	0.32	4.00	5.53	0.00	18.09	-1.35	0.27	6.00	7.00	1.50	20.50	-1.22	0.24	6.00	11.39	1.98	26.24	-0.86	0.22	8.00	22.77	10.40	37.62	-0.80	0.22	8.00	24.75	11.88	40.59	-0.82	0.21	10.00	22.97	12.92	38.28	-0.92	0.20	10.00	20.57	9.09	33.97	-0.68	0.17	12.00	29.67	18.66	43.06	-0.58	0.17	12.00	34.93	22.01	45.93	-0.48	0.16	12.00	37.98	25.48	48.56	-0.50	0.15	13.00	37.91	27.01	46.92	-0.33	0.15	14.00	45.50	33.65	52.13	-0.31	0.14	14.00	46.01	34.27	52.58	-0.27	0.14	14.00	46.95	39.44	53.52	-0.15	0.14	15.00	50.70	42.72	55.87	0.06	0.15	13.00	60.58	49.04	65.38	0.05	0.15	13.00	58.17	49.04	64.90	0.10	0.16	12.00	57.21	47.60	64.42	0.13	0.15	12.00	58.65	50.48	63.46	0.12	0.15	12.00	58.17	50.00	64.42	0.08	0.15	12.00	56.25	47.60	62.98
Samoa	WSM	0.95	0.35	3.00	80.40	62.31	92.96	0.67	0.30	4.00	72.00	56.00	84.00	0.78	0.25	5.00	73.76	63.37	84.16	1.03	0.29	4.00	82.18	67.33	91.09	1.03	0.28	4.00	82.67	67.33	90.10	0.85	0.26	4.00	76.08	63.16	88.04	1.06	0.27	4.00	83.73	67.46	90.91	0.94	0.29	4.00	79.43	63.16	89.95	0.89	0.29	4.00	77.99	62.20	89.47	0.79	0.22	5.00	74.04	62.98	85.10	0.64	0.22	6.00	67.77	61.61	81.99	0.67	0.21	6.00	67.77	62.09	82.46	0.69	0.21	6.00	69.48	61.97	81.22	0.68	0.21	6.00	70.89	61.97	81.22	0.68	0.21	6.00	71.83	61.97	81.69	0.72	0.23	4.00	76.44	65.87	83.17	0.70	0.23	4.00	74.52	64.90	81.73	0.76	0.32	3.00	76.44	59.13	87.02	0.87	0.32	3.00	78.37	63.46	88.46	0.82	0.32	3.00	77.88	62.02	87.02	1.08	0.31	3.00	83.17	71.15	90.87
Saudi Arabia	SAU	0.11	0.21	6.00	56.28	43.22	63.32	0.07	0.22	6.00	54.50	41.50	67.00	-0.15	0.18	7.00	47.52	37.62	56.44	0.00	0.19	9.00	53.47	44.06	60.40	0.13	0.20	8.00	58.42	47.03	65.35	0.02	0.19	8.00	53.11	43.06	60.29	-0.01	0.19	8.00	53.11	43.54	58.85	0.02	0.18	10.00	54.55	46.41	60.29	0.08	0.17	11.00	55.02	48.33	60.29	0.07	0.16	11.00	56.25	49.04	59.62	0.05	0.16	12.00	56.40	47.87	61.61	0.16	0.16	12.00	60.19	51.66	62.56	0.05	0.15	11.00	56.81	49.30	61.97	0.15	0.16	12.00	59.62	51.64	63.38	0.16	0.16	12.00	58.69	51.64	63.38	0.13	0.18	10.00	62.50	50.48	68.27	0.12	0.18	9.00	60.10	50.00	66.35	0.34	0.18	9.00	62.50	55.29	74.04	0.10	0.17	9.00	57.21	48.08	63.46	0.14	0.16	10.00	58.65	50.00	65.38	0.17	0.17	10.00	58.65	50.48	65.38
Sudan	SDN	-1.71	0.21	6.00	2.01	0.00	9.05	-1.69	0.21	8.00	3.00	0.50	7.00	-1.60	0.18	8.00	2.48	0.99	8.91	-1.36	0.19	9.00	6.93	1.49	16.34	-1.64	0.20	9.00	3.47	0.00	7.92	-1.54	0.18	10.00	4.78	0.00	10.05	-1.63	0.18	10.00	2.87	0.00	8.13	-1.36	0.18	11.00	7.66	1.44	13.88	-1.40	0.18	12.00	5.74	1.44	12.44	-1.42	0.17	12.00	4.81	1.44	11.06	-1.24	0.16	12.00	9.48	3.79	17.06	-1.31	0.15	12.00	7.11	1.90	14.22	-1.28	0.15	12.00	8.45	1.88	15.49	-1.23	0.15	12.00	9.39	2.35	16.90	-1.27	0.15	13.00	8.45	2.82	15.02	-1.17	0.16	12.00	9.13	4.33	17.31	-1.21	0.16	13.00	8.17	3.85	16.35	-1.26	0.17	13.00	8.65	4.81	16.35	-1.11	0.16	12.00	10.58	7.69	20.19	-1.12	0.15	12.00	10.58	6.73	18.27	-1.14	0.15	12.00	10.58	6.73	18.75
Senegal	SEN	-0.18	0.21	6.00	46.23	34.17	57.79	0.00	0.21	8.00	52.50	41.00	63.00	0.03	0.18	8.00	53.47	42.08	61.88	0.07	0.18	11.00	56.44	47.52	63.37	-0.06	0.17	12.00	50.99	43.07	60.89	0.00	0.17	12.00	52.15	43.06	59.33	0.01	0.16	12.00	54.55	44.98	58.85	-0.22	0.15	15.00	48.33	39.71	54.55	-0.24	0.14	16.00	47.37	38.28	53.59	-0.28	0.14	16.00	47.12	36.54	53.37	-0.37	0.14	15.00	43.60	33.65	50.71	-0.40	0.14	16.00	41.71	31.28	49.76	-0.46	0.13	17.00	40.38	30.05	47.89	-0.29	0.13	17.00	46.48	39.44	52.58	-0.24	0.13	18.00	47.42	41.31	53.52	-0.08	0.14	16.00	53.85	44.23	62.50	-0.14	0.14	16.00	51.92	42.31	58.65	-0.11	0.15	15.00	50.96	38.94	58.65	-0.14	0.14	15.00	50.48	39.42	56.73	-0.21	0.14	15.00	47.60	35.10	54.33	-0.19	0.14	15.00	47.12	37.50	54.81
Singapore	SGP	1.24	0.19	8.00	87.94	79.90	92.96	1.27	0.20	8.00	88.00	80.50	92.00	1.30	0.16	9.00	86.14	82.67	92.08	1.41	0.18	9.00	89.60	83.66	94.55	1.57	0.18	10.00	92.08	86.63	95.05	1.66	0.17	10.00	94.26	89.47	98.56	1.71	0.17	10.00	94.74	90.91	100.00	1.59	0.16	12.00	91.87	89.47	97.13	1.61	0.16	12.00	91.39	89.47	97.61	1.61	0.16	12.00	91.35	89.42	96.63	1.57	0.15	12.00	91.47	88.15	97.16	1.63	0.15	12.00	91.94	88.15	98.10	1.67	0.14	13.00	92.96	89.67	98.12	1.73	0.15	13.00	94.37	90.14	100.00	1.71	0.15	13.00	94.37	90.14	99.06	1.82	0.16	12.00	93.27	88.94	99.04	1.81	0.16	12.00	94.23	89.42	100.00	1.83	0.17	11.00	96.15	90.38	100.00	1.82	0.16	11.00	96.63	89.42	100.00	1.84	0.15	11.00	97.12	90.38	100.00	1.88	0.16	11.00	96.63	92.31	100.00
Solomon Islands	SLB	0.74	0.53	2.00	69.35	47.24	93.97	0.30	0.44	3.00	62.00	37.50	82.50	-0.58	0.39	4.00	32.67	10.40	53.96	-0.91	0.41	3.00	20.79	3.47	46.04	-0.88	0.41	3.00	20.30	3.47	47.03	-0.89	0.25	5.00	18.66	8.13	38.28	-0.80	0.26	5.00	25.36	10.53	40.67	-0.60	0.28	5.00	33.01	13.88	49.76	-0.79	0.27	6.00	24.40	10.05	45.45	-0.64	0.21	7.00	32.69	16.35	46.63	-0.68	0.21	7.00	29.38	15.17	45.02	-0.65	0.21	8.00	30.81	16.11	45.50	-0.52	0.20	8.00	35.68	22.07	49.30	-0.54	0.20	8.00	36.62	21.13	48.36	-0.53	0.20	8.00	38.50	22.07	48.83	-0.50	0.21	7.00	35.58	20.19	50.48	-0.49	0.22	7.00	37.02	20.67	51.92	-0.32	0.29	6.00	42.31	20.19	59.13	-0.21	0.30	5.00	47.60	25.96	61.06	-0.23	0.29	5.00	47.12	24.04	62.02	-0.14	0.29	5.00	48.08	27.88	62.98
Sierra Leone	SLE	-1.38	0.30	5.00	8.54	1.01	21.11	-1.11	0.27	6.00	15.00	4.50	28.50	-1.39	0.26	6.00	6.44	0.99	20.30	-1.24	0.22	9.00	9.90	2.97	21.29	-1.12	0.22	10.00	13.86	4.46	26.24	-1.13	0.20	11.00	13.40	6.22	23.92	-1.13	0.20	11.00	13.40	6.22	24.88	-0.99	0.19	13.00	16.75	9.09	28.71	-0.99	0.19	13.00	15.31	8.13	29.67	-0.94	0.18	13.00	19.23	9.62	32.21	-0.90	0.15	14.00	18.48	11.85	31.28	-0.93	0.15	14.00	18.96	11.37	29.38	-0.85	0.14	15.00	22.54	14.08	30.99	-0.85	0.13	18.00	21.60	15.02	32.39	-0.86	0.13	18.00	21.60	14.08	31.92	-0.92	0.14	16.00	17.31	9.13	27.40	-0.85	0.14	16.00	20.19	12.02	30.77	-0.78	0.16	14.00	22.60	13.46	32.69	-0.78	0.15	14.00	22.60	14.90	32.69	-0.77	0.14	14.00	22.60	16.35	31.73	-0.77	0.15	13.00	22.60	14.90	32.21
El Salvador	SLV	-0.87	0.20	8.00	22.11	13.07	33.67	-0.66	0.21	8.00	29.00	18.00	41.00	-0.74	0.16	10.00	27.23	18.32	37.62	-0.51	0.18	11.00	36.63	25.25	48.02	-0.46	0.18	11.00	39.60	26.24	47.03	-0.38	0.16	13.00	40.19	32.06	48.80	-0.45	0.16	13.00	38.28	28.71	45.45	-0.62	0.16	14.00	32.06	21.05	44.50	-0.65	0.16	14.00	31.10	20.10	42.58	-0.67	0.15	14.00	30.29	19.71	39.90	-0.75	0.15	15.00	27.49	17.06	37.44	-0.81	0.15	15.00	24.17	14.22	33.65	-0.72	0.14	16.00	29.11	17.37	38.50	-0.70	0.14	17.00	29.58	18.78	39.91	-0.62	0.14	17.00	33.80	22.07	42.72	-0.48	0.15	15.00	36.54	26.92	47.12	-0.59	0.15	15.00	31.73	20.67	43.27	-0.71	0.16	14.00	26.92	16.83	34.13	-0.86	0.16	13.00	20.19	10.10	31.25	-0.83	0.14	14.00	19.71	12.98	29.33	-0.76	0.15	14.00	23.56	15.87	32.21
San Marino	SMR	0.81	0.70	1.00	76.88	39.70	100.00	0.91	0.68	1.00	80.00	45.00	100.00	0.86	0.69	1.00	79.21	42.08	100.00	0.86	0.71	1.00	77.23	43.07	100.00	0.86	0.73	1.00	78.22	43.07	100.00	0.84	0.73	1.00	75.12	41.63	100.00	0.79	0.74	1.00	74.64	39.23	100.00	0.99	0.63	1.00	82.30	53.11	100.00	0.89	0.70	1.00	79.43	46.89	100.00	0.91	0.68	1.00	80.29	49.04	100.00	0.95	0.68	1.00	80.57	50.24	100.00	0.89	0.69	1.00	78.67	47.39	100.00	0.95	0.65	1.00	79.34	51.64	100.00	0.93	0.65	1.00	78.40	50.70	100.00	0.94	0.65	1.00	78.87	51.17	100.00	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Somalia	SOM	-2.14	0.34	3.00	0.00	0.00	4.02	-2.23	0.31	4.00	0.00	0.00	2.00	-2.28	0.27	4.00	0.00	0.00	0.99	-1.94	0.30	4.00	0.00	0.00	5.45	-2.12	0.28	5.00	0.00	0.00	1.98	-2.27	0.26	6.00	0.00	0.00	0.00	-2.17	0.25	6.00	0.00	0.00	0.48	-2.34	0.25	6.00	0.00	0.00	0.00	-2.41	0.25	6.00	0.00	0.00	0.00	-2.61	0.25	6.00	0.00	0.00	0.00	-2.45	0.19	8.00	0.00	0.00	0.00	-2.41	0.19	8.00	0.00	0.00	0.00	-2.33	0.18	8.00	0.00	0.00	0.00	-2.42	0.18	9.00	0.00	0.00	0.00	-2.40	0.17	9.00	0.00	0.00	0.00	-2.35	0.19	8.00	0.00	0.00	0.00	-2.30	0.19	9.00	0.00	0.00	0.48	-2.35	0.17	10.00	0.00	0.00	0.48	-2.31	0.16	10.00	0.00	0.00	0.96	-2.33	0.15	10.00	0.00	0.00	0.48	-2.35	0.15	9.00	0.00	0.00	0.48
São Tomé and Principe	STP	0.27	0.35	3.00	60.30	40.70	77.89	-0.20	0.29	5.00	46.00	28.00	61.00	-0.02	0.26	5.00	50.00	37.62	64.36	-0.42	0.27	5.00	39.11	21.78	54.95	-0.40	0.27	5.00	41.09	22.28	53.96	-0.32	0.24	6.00	43.06	28.23	56.46	-0.53	0.24	6.00	35.89	20.10	46.89	-0.49	0.19	7.00	39.71	24.40	49.76	-0.43	0.19	7.00	41.15	26.32	51.20	-0.48	0.17	8.00	37.50	24.04	48.56	-0.68	0.16	7.00	29.86	17.54	42.18	-0.66	0.16	8.00	30.33	18.96	41.23	-0.66	0.15	8.00	30.99	17.84	42.72	-0.75	0.16	8.00	27.70	16.43	39.91	-0.77	0.15	9.00	26.76	15.02	38.97	-0.79	0.16	8.00	22.60	11.54	33.65	-0.76	0.17	8.00	25.48	13.94	37.50	-0.66	0.19	7.00	28.37	16.83	39.42	-0.70	0.17	8.00	25.96	15.38	36.06	-0.69	0.17	8.00	25.96	16.83	36.54	-0.68	0.17	8.00	25.96	16.83	39.42
Suriname	SUR	-0.08	0.30	5.00	48.24	32.66	62.31	0.02	0.29	5.00	53.50	36.50	67.50	-0.02	0.26	5.00	49.50	37.62	64.36	-0.11	0.27	6.00	50.00	35.15	61.88	-0.03	0.26	6.00	51.98	39.60	64.85	-0.17	0.25	7.00	47.85	33.97	59.33	-0.13	0.25	7.00	48.33	34.93	58.85	-0.22	0.22	8.00	48.80	33.49	57.42	-0.24	0.23	8.00	47.85	32.06	58.37	-0.23	0.22	8.00	48.56	34.13	58.17	-0.12	0.18	9.00	51.18	42.18	60.19	-0.05	0.17	10.00	53.55	44.55	61.61	-0.04	0.17	10.00	53.52	45.54	61.03	-0.06	0.17	11.00	53.52	45.54	59.62	-0.05	0.17	11.00	53.52	45.07	59.62	-0.14	0.19	9.00	51.92	37.50	63.46	-0.20	0.19	8.00	49.04	36.06	59.62	-0.15	0.21	6.00	49.52	32.69	59.13	-0.15	0.19	6.00	50.00	33.17	59.62	-0.06	0.18	6.00	52.40	40.87	61.06	-0.06	0.18	6.00	51.44	41.35	61.06
Slovak Republic	SVK	0.16	0.18	8.00	57.29	46.73	63.32	0.22	0.19	9.00	59.50	47.50	68.50	0.34	0.16	10.00	63.37	54.46	69.80	0.32	0.16	13.00	60.89	55.94	68.81	0.36	0.16	13.00	64.36	55.94	71.29	0.52	0.15	13.00	65.07	59.33	72.25	0.54	0.15	13.00	65.55	58.85	74.64	0.55	0.15	14.00	65.55	60.29	70.81	0.49	0.15	14.00	64.59	58.85	71.77	0.59	0.14	14.00	68.75	61.06	74.52	0.54	0.14	15.00	65.40	61.61	71.09	0.57	0.13	15.00	66.35	62.56	73.93	0.61	0.13	15.00	67.61	62.44	74.18	0.49	0.13	14.00	65.26	61.50	71.36	0.48	0.14	14.00	64.79	59.62	72.30	0.50	0.14	13.00	70.67	64.90	76.44	0.50	0.14	13.00	69.23	63.94	75.00	0.65	0.17	11.00	74.52	64.42	79.81	0.57	0.16	11.00	71.63	62.02	77.40	0.53	0.15	11.00	70.19	62.02	75.96	0.56	0.15	11.00	71.15	61.54	77.40
Slovenia	SVN	1.07	0.20	6.00	84.92	69.35	89.95	1.26	0.20	8.00	87.00	80.50	92.00	1.04	0.15	12.00	83.17	74.26	85.64	0.99	0.16	13.00	81.19	73.27	85.64	0.97	0.16	13.00	80.69	72.77	84.65	0.93	0.15	12.00	79.90	70.33	86.12	0.89	0.15	12.00	80.38	69.38	86.60	0.91	0.15	13.00	78.47	68.42	88.04	0.92	0.15	14.00	81.34	71.29	85.65	1.01	0.14	14.00	83.17	72.60	87.50	1.08	0.14	14.00	83.89	74.88	88.15	1.01	0.14	14.00	81.99	73.46	87.20	1.05	0.13	13.00	82.63	74.18	86.38	1.01	0.13	15.00	81.22	73.71	86.38	1.00	0.13	15.00	81.22	73.24	86.38	1.00	0.14	14.00	81.25	76.92	86.06	0.97	0.14	14.00	80.77	75.00	85.10	1.08	0.16	12.00	83.17	77.88	87.98	1.02	0.15	12.00	82.69	76.92	86.06	1.06	0.14	12.00	82.69	77.88	86.54	1.12	0.14	12.00	84.13	78.85	87.98
Sweden	SWE	1.80	0.19	8.00	96.98	91.46	100.00	1.79	0.20	8.00	96.00	91.00	100.00	1.83	0.16	9.00	97.03	92.08	100.00	1.88	0.18	9.00	96.53	92.57	100.00	1.93	0.18	9.00	98.02	93.07	100.00	1.89	0.17	9.00	97.61	92.82	100.00	1.81	0.17	9.00	96.17	90.91	100.00	1.86	0.16	11.00	97.61	92.34	100.00	1.91	0.16	11.00	98.09	92.82	100.00	1.93	0.16	11.00	99.04	92.79	100.00	1.97	0.16	11.00	99.53	92.89	100.00	1.96	0.16	11.00	99.53	92.89	100.00	1.94	0.14	12.00	99.53	93.43	100.00	1.95	0.15	12.00	99.53	92.49	100.00	1.97	0.15	12.00	99.53	94.37	100.00	1.99	0.16	11.00	97.60	90.87	100.00	2.04	0.16	11.00	99.04	92.79	100.00	2.02	0.17	10.00	99.52	94.23	100.00	1.94	0.16	10.00	99.04	91.83	100.00	1.89	0.16	10.00	98.56	91.35	100.00	1.91	0.16	10.00	98.56	92.31	100.00
Swaziland	SWZ	-0.47	0.32	4.00	37.19	18.09	52.76	-0.53	0.27	6.00	33.00	18.50	47.50	-0.60	0.24	6.00	32.18	18.81	44.55	-0.67	0.24	6.00	30.20	14.85	45.05	-0.73	0.24	6.00	27.72	13.37	43.07	-0.87	0.22	8.00	20.57	11.00	36.36	-0.90	0.21	8.00	21.53	9.57	34.93	-0.68	0.17	9.00	29.19	17.70	43.06	-0.76	0.17	9.00	25.84	13.88	38.28	-0.65	0.16	10.00	31.73	20.19	41.83	-0.62	0.16	10.00	32.23	19.91	44.55	-0.53	0.15	11.00	36.02	26.54	45.97	-0.49	0.14	12.00	38.50	27.70	46.95	-0.49	0.15	13.00	39.91	28.17	46.95	-0.46	0.14	14.00	41.31	30.52	47.42	-0.31	0.16	12.00	44.23	32.69	54.81	-0.32	0.16	11.00	44.71	31.73	54.81	-0.37	0.18	9.00	38.94	27.40	51.92	-0.28	0.17	9.00	43.75	31.73	52.40	-0.25	0.17	9.00	45.19	32.69	54.81	-0.50	0.16	10.00	32.69	23.56	46.15
Seychelles	SYC	0.60	0.35	3.00	67.84	52.76	86.43	0.35	0.29	5.00	63.50	47.00	75.50	0.47	0.26	5.00	65.84	53.47	80.20	0.32	0.27	5.00	61.39	49.01	74.75	0.11	0.27	5.00	56.93	43.56	66.83	0.16	0.19	7.00	58.85	47.85	64.59	0.03	0.19	7.00	55.02	44.98	60.77	0.00	0.19	7.00	53.59	45.45	60.29	0.10	0.19	7.00	57.42	48.33	61.24	0.22	0.17	7.00	59.13	53.37	65.38	0.08	0.16	8.00	57.35	49.76	61.61	0.03	0.16	9.00	55.45	47.39	62.09	-0.01	0.15	9.00	54.46	46.95	61.50	-0.01	0.15	10.00	55.40	46.95	59.62	0.07	0.15	11.00	56.34	49.77	61.50	0.13	0.16	10.00	62.02	51.92	67.79	0.20	0.16	10.00	62.98	55.29	67.79	0.15	0.19	8.00	59.13	50.00	66.83	0.10	0.17	9.00	58.17	48.08	63.46	0.20	0.16	9.00	59.62	52.40	67.79	0.17	0.16	9.00	59.13	50.48	65.38
Syrian Arab Republic	SYR	-0.55	0.21	6.00	33.17	21.11	45.23	-0.52	0.22	6.00	34.00	20.50	47.00	-0.49	0.18	6.00	35.15	26.24	45.54	-0.55	0.20	7.00	35.64	21.29	48.02	-0.47	0.20	7.00	39.11	24.26	48.51	-0.47	0.19	10.00	38.76	24.40	47.85	-0.59	0.18	10.00	33.97	22.01	44.50	-0.94	0.17	12.00	20.10	10.53	29.67	-0.80	0.16	13.00	23.44	13.88	34.93	-0.69	0.15	13.00	26.92	18.75	38.46	-0.57	0.15	14.00	34.60	22.27	45.02	-0.59	0.14	14.00	33.65	23.70	44.08	-0.78	0.15	13.00	25.82	15.49	35.21	-1.13	0.16	12.00	13.62	5.16	21.13	-1.41	0.16	12.00	4.69	0.94	11.74	-1.36	0.18	10.00	5.77	1.44	11.54	-1.42	0.18	10.00	4.81	0.96	10.58	-1.99	0.22	8.00	0.96	0.00	3.37	-2.09	0.20	7.00	0.96	0.00	1.92	-2.05	0.19	6.00	0.96	0.00	3.37	-2.08	0.19	6.00	0.96	0.00	2.88
Chad	TCD	-1.26	0.32	4.00	11.56	1.51	26.63	-1.19	0.27	6.00	11.50	3.50	25.50	-1.09	0.24	6.00	16.34	2.48	29.21	-1.05	0.23	7.00	15.84	5.45	29.21	-1.34	0.21	8.00	7.92	1.98	17.33	-1.41	0.19	10.00	7.18	1.44	14.83	-1.51	0.19	10.00	4.31	0.00	11.48	-1.55	0.15	13.00	2.87	0.48	8.61	-1.54	0.15	13.00	4.31	1.44	8.61	-1.62	0.15	13.00	2.40	0.48	6.25	-1.51	0.14	13.00	3.79	0.95	7.58	-1.50	0.14	13.00	3.32	0.95	8.06	-1.47	0.14	13.00	2.35	0.94	9.86	-1.47	0.14	13.00	2.82	0.00	8.92	-1.38	0.14	14.00	5.63	0.94	11.74	-1.14	0.15	13.00	9.62	4.81	17.31	-1.18	0.15	13.00	8.65	4.33	16.35	-1.38	0.16	12.00	7.69	2.88	11.06	-1.30	0.15	12.00	8.65	5.29	14.42	-1.30	0.15	12.00	7.21	5.29	12.98	-1.28	0.15	12.00	7.21	5.29	14.42
Togo	TGO	-0.73	0.32	4.00	26.63	10.55	45.23	-0.73	0.26	7.00	26.50	13.00	41.50	-0.70	0.23	8.00	29.21	16.34	42.08	-0.78	0.22	9.00	25.74	12.38	38.61	-0.93	0.22	9.00	17.82	8.91	32.18	-1.11	0.20	10.00	14.35	6.22	24.40	-1.08	0.20	10.00	15.31	7.18	28.23	-0.94	0.17	12.00	19.62	10.53	29.67	-0.92	0.17	12.00	20.10	11.00	29.67	-0.83	0.16	12.00	22.12	13.46	35.10	-0.88	0.15	12.00	20.38	12.80	31.75	-0.92	0.14	13.00	19.43	12.32	29.38	-0.88	0.14	14.00	22.07	14.08	30.99	-0.93	0.14	14.00	18.78	9.86	29.58	-0.97	0.14	15.00	16.90	10.80	27.70	-0.86	0.15	14.00	20.19	11.54	31.73	-0.80	0.15	14.00	23.08	13.46	32.69	-0.63	0.17	13.00	30.29	17.31	38.94	-0.72	0.16	13.00	24.52	15.38	33.17	-0.59	0.15	13.00	29.81	18.75	41.35	-0.59	0.15	13.00	28.37	19.71	42.31
Thailand	THA	0.54	0.19	8.00	64.82	58.79	78.39	0.52	0.19	9.00	68.50	58.00	76.50	0.58	0.16	10.00	68.32	61.88	75.25	0.38	0.17	11.00	63.86	56.93	69.80	0.16	0.17	11.00	59.90	48.51	64.85	0.11	0.16	13.00	57.42	47.85	61.72	0.05	0.15	13.00	55.98	45.45	58.85	-0.06	0.15	15.00	52.63	45.45	58.37	-0.12	0.15	16.00	51.67	44.02	57.89	-0.14	0.14	16.00	50.96	41.83	58.17	-0.23	0.14	16.00	47.39	40.28	54.50	-0.20	0.14	15.00	48.34	40.28	54.98	-0.20	0.13	16.00	49.30	42.72	54.93	-0.15	0.13	16.00	50.23	43.66	57.75	-0.12	0.13	16.00	51.64	45.07	56.34	-0.19	0.15	14.00	48.56	37.50	59.62	-0.15	0.14	14.00	50.96	41.35	58.65	0.00	0.16	13.00	54.33	44.71	59.62	0.04	0.15	12.00	54.81	47.60	61.54	0.02	0.14	12.00	54.81	47.12	62.02	0.10	0.15	12.00	57.69	48.08	62.98
